# logT  f_HII  f_OIII
5.488370954913013300e+00 9.999984807737937187e-01 5.649537026735547418e-04
5.499150478711669621e+00 9.999985469151956297e-01 4.054902553222917332e-04
5.509930002510326830e+00 9.999986080619895912e-01 2.878369458713132129e-04
5.520709526308983150e+00 9.999986657441447546e-01 2.020992561235700159e-04
5.531489050107639471e+00 9.999987205944760316e-01 1.409211816048848182e-04
5.542268573906296680e+00 9.999987727457304576e-01 9.784741075704633708e-05
5.553048097704953001e+00 9.999988224372364787e-01 6.754121020423751640e-05
5.563827621503609322e+00 9.999988697779057523e-01 4.646010721862683213e-05
5.574607145302266531e+00 9.999989147973447068e-01 3.202863713428970272e-05
5.585386669100922852e+00 9.999989577391673601e-01 2.203470171190399600e-05
5.596166192899579173e+00 9.999989987110143863e-01 1.514465666023822372e-05
5.606945716698236382e+00 9.999990377157329524e-01 1.046340830939795812e-05
5.617725240496892702e+00 9.999990749451115324e-01 7.236973838497959325e-06
5.628504764295549023e+00 9.999991105053245288e-01 5.010141193179125798e-06
5.639284288094206232e+00 9.999991444234581639e-01 3.485902527564539738e-06
5.650063811892862553e+00 9.999991768053781982e-01 2.435028085626292881e-06
5.660843335691518874e+00 9.999992077688160119e-01 1.704165334844117626e-06
5.671622859490176083e+00 9.999992373582036187e-01 1.197490943940944804e-06
5.682402383288832404e+00 9.999992656140872516e-01 8.465868505497456852e-07
5.693181907087488725e+00 9.999992926606438015e-01 5.998882008838116892e-07
5.703961430886145934e+00 9.999993185544793217e-01 4.262581779906476064e-07
5.714740954684801366e+00 9.999993432869420662e-01 3.052139156226760270e-07
5.725520478483458575e+00 9.999993669849644995e-01 2.190785768630164289e-07
5.736300002282115784e+00 9.999993896978512931e-01 1.576755743119042707e-07
5.747079526080771217e+00 9.999994114270495116e-01 1.142158220695552599e-07
5.757859049879428426e+00 9.999994322528658053e-01 8.304253118526359275e-08
5.768638573678084747e+00 9.999994522322629420e-01 6.054014290965491070e-08
5.779418097476741067e+00 9.999994713795800072e-01 4.435562855472992808e-08
5.790197621275398276e+00 9.999994897335892086e-01 3.265881362618975742e-08
5.800977145074054597e+00 9.999995073579722726e-01 2.411088883795574250e-08
5.811756668872710918e+00 9.999995242767196757e-01 1.786578965568133048e-08
5.822536192671368127e+00 9.999995404965711376e-01 1.331830369488518798e-08
5.833315716470024448e+00 9.999995560854524346e-01 9.954998590321096809e-09
5.844095240268680769e+00 9.999995710713478481e-01 7.462369288453352259e-09
5.854874764067337978e+00 9.999995854458301192e-01 5.629768965054159992e-09
5.865654287865994299e+00 9.999995992698345049e-01 4.260176825571954331e-09
5.876433811664650619e+00 9.999996125702268479e-01 3.233237055468402712e-09
5.887213335463307828e+00 9.999996253480715191e-01 2.466893513698723292e-09
5.897992859261964149e+00 9.999996376371733664e-01 1.890001492633425544e-09
5.908772383060620470e+00 9.999996494702279026e-01 1.452429106609026312e-09
5.919551906859277679e+00 9.999996608556797062e-01 1.121060336660066080e-09
5.930331430657934000e+00 9.999996718059451783e-01 8.697302978122869298e-10
5.941110954456590321e+00 9.999996823578611860e-01 6.768791462856371537e-10
5.951890478255247530e+00 9.999996925255584257e-01 5.286750686786139596e-10
5.962670002053903850e+00 9.999997023046792721e-01 4.153672718143496624e-10
5.973449525852560171e+00 9.999997117348783382e-01 3.273921014807250451e-10
5.984229049651217380e+00 9.999997208302781049e-01 2.589059216389749527e-10
5.995008573449872813e+00 9.999997295864581082e-01 2.058608689019158743e-10
6.005788097248530022e+00 9.999997380318562668e-01 1.642754817542024956e-10
6.016567621047187231e+00 9.999997461829530643e-01 1.315014690788449945e-10
6.027347144845842664e+00 9.999997540408749330e-01 1.057180217580262705e-10
6.038126668644499873e+00 9.999997616194138406e-01 8.532412053722856203e-11
6.048906192443157082e+00 9.999997689385881072e-01 6.905078030143310143e-11
6.059685716241812514e+00 9.999997760039261996e-01 5.605573575667119910e-11
6.070465240040469723e+00 9.999997828174989056e-01 4.568084943511055678e-11
6.081244763839126044e+00 9.999997894019332367e-01 3.730047795789605553e-11
6.092024287637782365e+00 9.999997957659114700e-01 3.051223558029495952e-11
6.102803811436439574e+00 9.999998019031062224e-01 2.504322521672060201e-11
6.113583335235095895e+00 9.999998078370753163e-01 2.054859289627538165e-11
6.124362859033752216e+00 9.999998135756680284e-01 1.690158888857839739e-11
6.135142382832409425e+00 9.999998191167076556e-01 1.392629473025116864e-11
6.145921906631065745e+00 9.999998244734917829e-01 1.148192659582634974e-11
6.156701430429722066e+00 9.999998296567356171e-01 9.464896440372850120e-12
6.167480954228379275e+00 9.999998346676288730e-01 7.804251201273374959e-12
6.178260478027035596e+00 9.999998395111160399e-01 6.436997111536896493e-12
6.189040001825691917e+00 9.999998442001245547e-01 5.303749490972220273e-12
6.199819525624349126e+00 9.999998487385578505e-01 4.365529660937535073e-12
6.210599049423005447e+00 9.999998531245908318e-01 3.592881043326679751e-12
6.221378573221661767e+00 9.999998573728254847e-01 2.951657003029906292e-12
6.232158097020318976e+00 9.999998614880789560e-01 2.420113777918036356e-12
6.242937620818975297e+00 9.999998654668480480e-01 1.982921654253380420e-12
6.253717144617631618e+00 9.999998693211917811e-01 1.618948322472899742e-12
6.264496668416288827e+00 9.999998730565985428e-01 1.318086679770832835e-12
6.275276192214945148e+00 9.999998766721331922e-01 1.073377165321160664e-12
6.286055716013601469e+00 9.999998801737972620e-01 8.721908734007161019e-13
